"","Codigo","Provincia","Municipio","Comarca","Tasainicial","LONGITUD_ETRS89","LATITUD_ETRS89","Indemnizacion","Valor_Prod","VIVO","Ind_VP2"
"932",7056,7,56,2,0.015359449,2.77975044,39.64709883,0,37719.52,6,0
"933",7047,7,47,2,0.015359449,2.89777048,39.64769631,0,95116.75,7,0
"934",7901,7,901,2,0.015359449,3.11196402,39.65016306,717.05,236816.61,12,0.00302787038459844
"935",10062,10,62,4,0.08836692,-7.49656821,39.65073957,0,7087.11,1,0
"936",45108,45,108,4,0.089634254,-4.98950457,39.65163284,0,17755.5,3,0
"937",45063,45,63,4,0.089634254,-4.78380382,39.65239728,312.27,2243.34,3,0.139198694803284
"938",7021,7,21,2,0.015359449,2.48208552,39.65367759,0,1552.3,4,0
"939",16039,16,39,5,0.08274739,-2.15903171,39.65581023,237017.82,3681326.33,12,0.0643838113639874
"940",7017,7,17,2,0.015359449,2.95035295,39.65741566,0,11095.11,7,0
"941",16213,16,213,7,0.07448116,-2.31139557,39.65824649,256844.3,2927070,12,0.0877479185670312
"942",16072,16,72,7,0.07448116,-2.38226214,39.66060965,555458.06,7067560.63,12,0.0785926133611393
"943",16145,16,145,6,0.077688721,-2.76219465,39.6612813,487047.11,5093523.85,12,0.0956208558834961
"944",16029,16,29,3,0.02827762,-2.06906402,39.66379174,82895.64,1098357.01,12,0.0754724003627928
"945",45055,45,55,3,0.099161529,-4.210710765,39.66397457,24813.96,334516.22,12,0.074178645208893
"946",7035,7,35,2,0.015359449,3.07329391,39.66430372,298.21,1700573.17,12,0.000175358523385383
"947",45113,45,113,4,0.089634254,-4.64187912,39.66669754,1741.39,17979.97,6,0.0968516632675138
"948",7016,7,16,2,0.015359449,2.8139355,39.66870194,0,34351.58,7,0
"949",45192,45,192,7,0.092995988,-3.01239504,39.67321969,176080.23,2066007.53,12,0.0852272934358569
"950",16082,16,82,3,0.02827762,-1.6068606,39.6735915,36476.34,190460.05,12,0.191517013672946
"951",45163,45,163,6,0.10403618,-3.975139551,39.67591916,13698.27,105982.33,8,0.129250508079979
"952",46082,46,82,6,0,-0.21878416,39.68077325,0,11.52,1,0
"953",16247,16,247,7,0.07448116,-2.50830315,39.68222427,199934.13,2823592.6,12,0.0708084197415732
"954",45106,45,106,7,0.092995988,-3.772733127,39.68489254,20690.97,408841.27,12,0.0506088096243317
"955",16015,16,15,7,0.07448116,-2.38281385,39.68503932,439219.87,5247245.06,12,0.0837048517798786
"956",45065,45,65,4,0.089634254,-5.09293709,39.68705865,0,4547.76,1,0
"957",7008,7,8,2,0.015359449,2.84218549,39.68898957,0,18853.89,12,0
"958",16087,16,87,6,0.077688721,-2.66971638,39.69004964,88891.94,1654499.78,12,0.053727380973118
"959",16104,16,104,5,0.08274739,-2.18724703,39.6930609,132990.56,1555906.55,12,0.085474644990729
"960",45140,45,140,3,0.099161529,-4.152805339,39.69445939,21770.26,158285.42,8,0.137537999393753
"961",45096,45,96,6,0.10403618,-4.018656871,39.69478352,170144.46,1420460.04,12,0.119781236507012
"962",7006,7,6,2,0.015359449,3.35420478,39.6959618,0,363722.67,12,0
"963",45166,45,166,7,0.092995988,-3.503211407,39.69803253,697506.66,6320496.28,12,0.110356312083772
"964",16216,16,216,6,0.077688721,-2.75659528,39.69874336,273350.7,3739101.24,12,0.0731059905722157
"965",45067,45,67,3,0.099161529,-4.274180568,39.70033797,23763.7,188867.88,12,0.125821817876073
"966",7030,7,30,2,0.015359449,3.00508565,39.70079115,0,422739.09,12,0
"967",45151,45,151,5,0.082074901,-4.389240862,39.70255829,16731.98,274143.86,12,0.0610335755832722
"968",7014,7,14,2,0.015359449,3.43335832,39.70272083,0,5930.91,4,0
"969",7055,7,55,2,0.015359449,3.10127212,39.70308972,0,1240481.47,12,0
"970",45170,45,170,4,0.089634254,-4.77205931,39.70362447,81080.32,397939.71,12,0.203750261566005
"971",10213,10,213,6,0.098893802,-5.19451781,39.70454324,40864.9,248466.19,6,0.164468654668871
"972",45149,45,149,7,0.092995988,-3.433984735,39.70727522,275558.26,2930735.99,12,0.0940235698269089
"973",46050,46,50,2,0.029666996,-1.10117987,39.70765805,10561.47,101901.07,12,0.103644348386136
"974",7063,7,63,2,0.015359449,2.62218352,39.70926921,0,486.41,5,0
"975",45174,45,174,3,0.099161529,-4.225786606,39.7098825,49961.7,302240.33,12,0.165304544234715
"976",45190,45,190,7,0.092995988,-3.8694881,39.71159808,19323.66,167492.33,12,0.115370417260301
"977",45001,45,1,6,0.10403618,-3.982299964,39.71329935,24870.24,336083.83,12,0.0740001088418922
"978",16103,16,103,6,0.077688721,-2.83547482,39.71522689,152117.1,1841740.98,12,0.0825941875930892
"979",45094,45,94,7,0.092995988,-3.813403354,39.7160446,16932.25,298842.33,12,0.056659476587537
"980",16150,16,150,3,0.02827762,-1.78860855,39.7173904,132596.05,1429349.39,12,0.0927667167507589
"981",10178,10,178,1,0.062147641,-6.28258275,39.71847304,0,6519.3,2,0
"982",16236,16,236,7,0.07448116,-2.21800571,39.71856361,159888.66,2150288.13,12,0.0743568537487113
"983",16012,16,12,7,0.07448116,-2.57570176,39.71896379,217455.7,2949282.36,12,0.0737317331664371
"984",7029,7,29,2,0.015359449,2.86747096,39.71897118,0,1456,1,0
"985",16126,16,126,4,0.045079553,-1.44005271,39.72027555,87014.21,1359032.81,12,0.0640265704843432
"986",10008,10,8,3,0,-6.88754177,39.72044261,0,33975.6,4,0
"987",7027,7,27,2,0.015359449,2.91196747,39.72118528,0,38805.51,12,0
"988",16161,16,161,3,0.02827762,-2.08387929,39.72126766,305278.42,3379074.21,12,0.0903438045534963
"989",45084,45,84,7,0.092995988,-3.304743873,39.7234425,280543.18,3039486.73,12,0.0922995245318936
"990",45193,45,193,7,0.092995988,-3.65783437,39.724126,93699.7,595812.85,12,0.157263644112409
"991",16017,16,17,3,0.02827762,-1.90192562,39.72560852,113229.93,2395496.44,12,0.0472678348042129
"992",45112,45,112,4,0.089634254,-4.63972453,39.72591155,0,111043.21,7,0
"993",16099,16,99,7,0.07448116,-2.41680206,39.72724768,221384.92,3608102.13,12,0.0613577199379331
"994",16249,16,249,6,0.077688721,-2.92775691,39.7285842,687622.41,6501711.26,12,0.105760219502581
"995",45057,45,57,6,0.10403618,-3.943923037,39.73183037,35610.44,175547.56,11,0.202853517303231
"996",46232,46,232,4,0.054696589,-1.23094428,39.73421426,276221.7,2455205.78,12,0.112504500539258
"997",16129,16,129,7,0.07448116,-2.49786879,39.7348982,413542.72,6120946.67,12,0.0675618890827552
"998",7039,7,39,2,0.015359449,3.05731321,39.73685393,0,77132.73,12,0
"999",16014,16,14,4,0.045079553,-1.32526984,39.74122675,13416.86,345316.06,12,0.0388538546397176
"1000",45116,45,116,3,0.099161529,-4.184367678,39.74170353,101721.9,729226.29,12,0.139492913784005
"1001",45146,45,146,4,0.089634254,-4.75509163,39.74284768,55426.76,358149.25,10,0.154758833084252
"1002",46106,46,106,2,0.029666996,-0.99729278,39.74732697,173243.43,804210.01,12,0.215420633722279
"1003",16199,16,199,3,0.02827762,-1.97762435,39.74803197,7694.6,310882.66,9,0.0247508175592682
"1004",16137,16,137,4,0.045079553,-1.47390744,39.75052921,276.35,7760.39,7,0.035610323707958
"1005",45012,45,12,7,0.092995988,-3.855213776,39.75275812,169114.31,1203363.47,12,0.140534688160344
"1006",16274,16,274,4,0.045079553,-1.58635049,39.75307038,6407.17,78159.66,11,0.0819754077742917
"1007",7058,7,58,2,0.015359449,2.90186218,39.7553522,0,1146.08,2,0
"1008",7009,7,9,2,0.015359449,2.9855715,39.7590053,0,5806.16,8,0
"1009",45009,45,9,4,0.089634254,-5.01945289,39.75906357,0,1093.28,1,0
"1010",45054,45,54,7,0.092995988,-3.164196135,39.75918367,730259.17,7171667.01,12,0.101825582389944
"1011",45020,45,20,4,0.089634254,-4.94955278,39.75979035,33439.61,282444.51,11,0.118393556313061
"1012",16139,16,139,7,0.07448116,-2.35141426,39.76034602,315642.35,4384404.39,12,0.0719920705124556
"1013",45042,45,42,3,0.099161529,-4.126405589,39.76071671,103336.12,715040.33,12,0.144517890340535
"1014",45155,45,155,4,0.089634254,-4.70701916,39.76072722,26229.69,125748.64,8,0.208588259880982
"1015",16276,16,276,4,0.045079553,-1.72248206,39.76286551,29487.38,460858.31,12,0.0639836135318901
"1016",46247,46,247,2,0.029666996,-1.03965285,39.76354602,10206.29,103825.39,12,0.0983024479850256
"1017",16056,16,56,4,0.045079553,-1.68746513,39.76685343,41632.83,521126.91,12,0.0798900022261372
"1018",45194,45,194,4,0.089634254,-4.57278929,39.76861444,4237.87,127543.97,12,0.0332267374145559
"1019",7044,7,44,2,0.015359449,3.02339911,39.77003222,0,75890.96,9,0
"1020",16081,16,81,3,0.02827762,-2.03450853,39.77014301,298079.68,3918654.75,12,0.0760668390089737
"1021",16903,16,903,3,0.02827762,-2.15807311,39.77018631,704207.13,8379367.49,12,0.0840406069838095
"1022",16273,16,273,7,0.07448116,-2.2650562,39.7704989,150519.13,1593924.91,12,0.0944330119039297
"1023",7012,7,12,2,0.015359449,2.96607993,39.77486818,965.54,24542.04,7,0.0393422877641793
"1024",45083,45,83,3,0.099161529,-4.064057381,39.77697738,0,108.57,1,0
"1025",16253,16,253,7,0.07448116,-2.5658079,39.77835802,764147.4,8906612.47,12,0.0857955145768232
"1026",7025,7,25,2,0.015359449,2.74130906,39.78221695,0,109.52,2,0
"1027",45152,45,152,4,0.089634254,-4.63036294,39.78315427,55890.06,630251.49,12,0.0886789811476685
"1028",16073,16,73,7,0.07448116,-2.42052799,39.78389491,682247.68,9567390.02,12,0.071309696643892
"1029",16172,16,172,7,0.07448116,-2.81685893,39.78393775,101851.73,1682883.17,12,0.0605221632824339
"1030",45017,45,17,1,0.065833465,-5.12510745,39.78539282,2473.05,29681.59,6,0.0833193235268057
"1031",45006,45,6,4,0.089634254,-4.87037733,39.78836407,50801.56,401568.58,12,0.126507805964301
"1032",45071,45,71,7,0.092995988,-3.478294519,39.78894142,940729.53,6426862.83,12,0.146374608402837
"1033",45133,45,133,3,0.099161529,-4.168102391,39.78907171,17639.52,291298.57,12,0.0605547771827373
"1034",16264,16,264,7,0.07448116,-2.69430346,39.78970652,805434.96,11503095.69,12,0.0700189741705956
"1035",45179,45,179,1,0.065833465,-5.24328716,39.79534783,19883.18,188122.97,8,0.105692462754548
"1036",45023,45,23,3,0.099161529,-3.992702615,39.79644821,0,218497.25,3,0
"1037",45107,45,107,3,0.099161529,-3.944499356,39.79803204,85467.44,615300.72,12,0.138903526717797
"1038",16131,16,131,3,0.02827762,-1.90086469,39.80409232,90999.97,1868041.2,12,0.0487141129435475
"1039",45052,45,52,3,0.099161529,-4.024713924,39.80454327,0,4634.39,1,0
"1040",45016,45,16,3,0.099161529,-4.057304774,39.80630305,0,8835.19,1,0
"1041",16004,16,4,3,0.02827762,-2.23018373,39.80787144,441480.05,5545198.23,12,0.0796148364203745
"1042",16141,16,141,3,0.02827762,-2.08303917,39.80837829,376957.78,5385105.31,12,0.0700000758202443
"1043",45007,45,7,1,0.065833465,-5.14799672,39.80910603,85984.61,482732.47,9,0.178120626524253
"1044",45070,45,70,3,0.099161529,-4.148738347,39.8112967,0,4635.16,4,0
"1045",16093,16,93,4,0.045079553,-1.37486155,39.81246658,3463.48,213033.11,12,0.0162579422513242
"1046",16167,16,167,7,0.07448116,-2.949698292,39.81629118,413252.54,3038149.49,12,0.136021134364919
"1047",45027,45,27,7,0.092995988,-3.102169024,39.81673324,38272.38,551158.12,12,0.0694399276926193
"1048",45191,45,191,7,0.092995988,-3.73598474,39.81725305,1572.56,40892.94,12,0.0384555378018797
"1049",16034,16,34,7,0.07448116,-2.34612338,39.82226035,809642.47,8481608.12,12,0.0954586039044681
"1050",16018,16,18,7,0.07448116,-2.76850729,39.8231081,386494.14,4857237.05,12,0.0795707798531266
"1051",45150,45,150,1,0.065833465,-4.71981077,39.83000928,158826.97,1083411.07,12,0.146598991276691
"1052",10175,10,175,8,0.114114519,-6.14016108,39.83053587,10825.3,40209.14,6,0.269224857830831
"1053",45172,45,172,1,0.065833465,-5.22613479,39.83093842,699.35,20585.07,7,0.0339736517777205
"1054",16024,16,24,4,0.045079553,-1.82059159,39.83199991,22691.61,463897.45,12,0.0489151427756285
"1055",46038,46,38,2,0.029666996,-0.81348901,39.83590084,0,5087.41,6,0
"1056",16269,16,269,7,0.07448116,-2.50690692,39.84039096,517311.04,7905832.28,12,0.0654341025306952
"1057",16106,16,106,7,0.07448116,-2.998269784,39.8416913,1202928.14,9765866.58,12,0.123176794414081
"1058",16202,16,202,4,0.045079553,-1.28430223,39.84759587,208346.35,1952985.68,12,0.106680940947811
"1059",12012,12,12,7,0.034671888,-0.51064045,39.85068214,0,574.08,1,0
"1060",16191,16,191,7,0.07448116,-2.36103293,39.85130155,650990.97,7341643.97,12,0.0886710078369545
"1061",7003,7,3,2,0.015359449,3.12052167,39.85133232,0,21360.25,8,0
"1062",12097,12,97,7,0.034671888,-0.71462717,39.85180321,0,1385.5,6,0
"1063",10140,10,140,6,0.098893802,-5.45981782,39.85269461,0,6195.42,1,0
"1064",45168,45,168,3,0.099161529,-4.024974933,39.8565219,53119.85,504889.68,10,0.105210805655604
"1065",16101,16,101,7,0.07448116,-2.71473593,39.85902815,570486.16,5150600.05,12,0.110761106368568
"1066",10123,10,123,8,0.114114519,-6.23426622,39.86095751,10053.12,43051.66,8,0.23351294700367
"1067",16097,16,97,4,0.045079553,-1.48521246,39.86406141,55845.12,515300.5,12,0.108373890574529
"1068",45078,45,78,7,0.092995988,-3.612949408,39.86429799,68814.04,1028927.52,12,0.0668793852457168
"1069",45136,45,136,2,0.095278244,-4.35687837,39.86530851,114597.73,1038782.31,12,0.110319292980644
"1070",10085,10,85,6,0.098893802,-5.34321674,39.86607216,1019.35,14959.84,3,0.0681390977443609
"1071",46241,46,241,2,0.029666996,-1.08071604,39.86611631,56604.02,486949.41,12,0.116242095867823
"1072",45072,45,72,1,0.065833465,-4.92136776,39.86776588,125946.01,817627.75,10,0.154038326120903
"1073",16152,16,152,3,0.02827762,-2.20459141,39.86832639,187074.7,2840559.74,12,0.0658583931067051
"1074",16258,16,258,4,0.045079553,-1.62719785,39.87018066,0,5259.2,2,0
"1075",16266,16,266,7,0.07448116,-2.44122987,39.87090712,164884.78,3526394.24,12,0.046757330229759
"1076",45029,45,29,1,0.065833465,-5.25634025,39.87414587,0,729.48,1,0
"1077",46036,46,36,2,0.029666996,-1.01327721,39.87603328,3326.31,39234.71,12,0.084779777905839
"1078",45197,45,197,7,0.092995988,-3.73131055,39.8767928,40413.73,597964.86,12,0.0675854597877206
"1079",7042,7,42,2,0.015359449,3.01575353,39.87749578,0,7214.17,2,0
"1080",16130,16,130,7,0.07448116,-2.67223021,39.87798969,983592.57,9725617.78,12,0.101134199620993
"1081",7064,7,64,3,0,4.28966629,39.87832753,0,83.04,1,0
"1082",45028,45,28,1,0.065833465,-4.97846399,39.88104005,41260.67,451899.07,10,0.091305056237447
"1083",16132,16,132,7,0.07448116,-2.31023829,39.8819054,176942.67,1449889.5,12,0.12203872777891
"1084",45059,45,59,7,0.092995988,-3.483941237,39.88224072,210190.99,2810350.55,12,0.0747917337216171
"1085",16192,16,192,4,0.045079553,-1.57374801,39.88559941,1274.35,48471.87,6,0.0262905062255696
"1086",45037,45,37,2,0.095278244,-4.45439481,39.88675883,3688.29,71345.73,4,0.0516960160054428
"1087",7032,7,32,3,0,4.26546555,39.88752218,0,2623.84,1,0
"1088",45026,45,26,7,0.092995988,-3.535787112,39.88943891,20974.29,493512.42,12,0.0425000246194412
"1089",45073,45,73,1,0.065833465,-5.24259858,39.88946588,0,14712.8,2,0
"1090",16277,16,277,7,0.07448116,-2.55885588,39.89215544,207536.01,3304071.9,12,0.0628121954610007
"1091",16212,16,212,7,0.07448116,-2.961386531,39.89595488,719179.22,7002965.93,12,0.102696375676927
"1092",45030,45,30,1,0.065833465,-5.27721376,39.89616028,883.62,30217.26,4,0.0292422277863711
"1093",10182,10,182,6,0.098893802,-5.78047069,39.89694832,2431.39,5758.56,1,0.422221874913173
"1094",45003,45,3,2,0.095278244,-4.228893587,39.89709949,51296.24,635258.53,11,0.0807486048239289
"1095",45089,45,89,1,0.065833465,-4.54612686,39.8974919,31306.19,248420.77,10,0.126020823460132
"1096",16095,16,95,4,0.045079553,-1.27034536,39.89880374,78078.51,976583.89,12,0.079950643052283
"1097",10099,10,99,10,0.033566276,-6.3508624,39.89893914,0,3764.88,1,0
"1098",16055,16,55,4,0.045079553,-1.81320516,39.89986629,453290.52,4997760.9,12,0.0906987207011044
"1099",45202,45,202,7,0.092995988,-3.62564592,39.90026886,65264.78,836800.63,12,0.0779932252202057
"1100",45198,45,198,7,0.092995988,-3.32257608,39.90058759,1592629.34,16777120.07,12,0.0949286488595775
"1101",45024,45,24,2,0.095278244,-4.29786777,39.90301271,21506.55,132121.62,9,0.162778430963835
"1102",16177,16,177,4,0.045079553,-1.87168988,39.90581103,281761.8,2372682.86,12,0.118752406716505
"1103",16117,16,117,4,0.045079553,-1.36715368,39.90848745,184633.52,2820892.8,12,0.0654521575580611
"1104",16002,16,2,7,0.07448116,-2.983357201,39.90861797,160614.94,1569855.27,12,0.10231194115111
"1105",16019,16,19,7,0.07448116,-2.35613584,39.91246073,793819.6,11008881.83,12,0.0721071960130214
"1106",45137,45,137,1,0.065833465,-4.68056127,39.91292886,73000.49,666940.45,12,0.109455784245805
"1107",45125,45,125,1,0.065833465,-5.17249007,39.91910626,8678.51,93798.72,5,0.0925226911412011
"1108",16088,16,88,4,0.045079553,-1.4697313,39.92038263,54084.19,803328.24,12,0.0673251447005025
"1109",10155,10,155,10,0.033566276,-6.30338782,39.92046353,291.71,3552.28,4,0.0821190897113966
"1110",16902,16,902,3,0.02827762,-2.18602597,39.92051743,549888.82,5684575.83,12,0.0967334831031711
"1111",16016,16,16,7,0.07448116,-2.884543767,39.92077964,847976.5,8020459.61,12,0.105726671691325
"1112",16186,16,186,7,0.07448116,-2.8055779,39.9209774,519197.16,7464046.07,12,0.0695597475056849
"1113",16086,16,86,7,0.07448116,-3.010369115,39.92411464,420146.43,3478950.14,12,0.120768166571079
"1114",46041,46,41,2,0.029666996,-1.13281495,39.9241561,65837.44,341397.75,11,0.192846730829363
"1115",45062,45,62,2,0.095278244,-4.34900711,39.92484479,78764.63,515161.57,11,0.152893062267824
"1116",16083,16,83,3,0.02827762,-2.31395832,39.92519278,418545.49,3617559.32,12,0.115698307332801
"1117",45100,45,100,2,0.095278244,-4.50176953,39.92522875,0,17650.24,1,0
"1118",45169,45,169,1,0.065833465,-5.15393844,39.93379437,0,399.36,1,0
"1119",7002,7,2,3,0,4.13954133,39.93484767,0,3012.43,1,0
"1120",45050,45,50,7,0.092995988,-3.613743849,39.93891432,16174.66,386203.65,12,0.0418811681349982
"1121",45102,45,102,3,0.099161529,-3.916293285,39.9396562,17093.88,112166.08,10,0.152397944191328
"1122",45019,45,19,3,0.099161529,-4.020568526,39.94051592,99394.74,935349.64,11,0.106264797407737
"1123",10114,10,114,6,0.098893802,-5.74576862,39.9422575,958.2,22831.3,3,0.0419687008624126
"1124",16270,16,270,7,0.07448116,-2.8951749,39.94465693,516738.29,4246289.77,12,0.121691716295659
"1125",45122,45,122,3,0.099161529,-3.987291512,39.9469465,3813.96,43798.08,7,0.0870805295574601
"1126",45046,45,46,1,0.065833465,-4.57258833,39.9472367,272.69,7603.03,4,0.0358659639643668
"1127",16147,16,147,4,0.045079553,-1.73384857,39.94746168,30980.57,344698.82,12,0.0898772151294281
"1128",16148,16,148,7,0.07448116,-2.59892074,39.9477122,827034.24,7423246.56,12,0.111411393022624
"1129",16135,16,135,4,0.045079553,-1.36801571,39.94852738,35873.91,518930.71,12,0.0691304432532043
"1130",16089,16,89,3,0.02827762,-2.02241033,39.94984979,815439.75,9697687.96,12,0.0840859958954588
"1131",45036,45,36,2,0.095278244,-4.4008098,39.95464633,51944.36,577842.64,12,0.0898936084052226
"1132",16194,16,194,4,0.045079553,-1.25487494,39.95479741,361.5,1265.2,2,0.285725576983876
"1133",45060,45,60,2,0.095278244,-4.49632544,39.95626406,0,846.24,2,0
"1134",16146,16,146,4,0.045079553,-1.78289386,39.95747423,336848.73,2901908.82,12,0.11607833012479
"1135",45121,45,121,7,0.092995988,-3.501134468,39.9584057,380288.46,5718055.33,12,0.0665066072384438
"1136",45165,45,165,1,0.065833465,-4.83370199,39.96016737,75975.3,447012.39,8,0.169962403055539
"1137",45196,45,196,3,0.099161529,-3.88232086,39.96027245,18572.09,417179.25,12,0.0445182496492815
"1138",45147,45,147,2,0.095278244,-4.192791787,39.96066898,132785.23,1233267.62,11,0.107669436743989
"1139",45088,45,88,3,0.099161529,-3.930914981,39.96211421,43199.29,719331.04,12,0.060054811481512
"1140",45039,45,39,2,0.095278244,-4.45879549,39.96355329,731.86,20282.75,4,0.0360828783079218
"1141",45104,45,104,1,0.065833465,-4.63101433,39.96468226,0,13066.42,2,0
"1142",45069,45,69,2,0.095278244,-4.30194428,39.96509622,378239.07,2496285.19,12,0.151520776358089
"1143",16046,16,46,4,0.045079553,-1.8994922,39.97046084,363857.4,3752649.33,12,0.0969601388254415
"1144",45080,45,80,1,0.065833465,-4.55763678,39.97079939,675.04,3046.89,6,0.221550499033441
"1145",16217,16,217,7,0.07448116,-2.898318635,39.97182791,289057.19,3036233.5,12,0.0952025560616468
"1146",16043,16,43,4,0.045079553,-1.54826134,39.97431329,28665.68,370206.26,12,0.077431645807394
"1147",10076,10,76,8,0.114114519,-6.26621451,39.97611761,0,3724.76,1,0
"1148",45058,45,58,2,0.095278244,-4.5047455,39.97614663,1999.65,152361.52,9,0.0131243768111528
"1149",45181,45,181,1,0.065833465,-4.9778848,39.97755339,0,43502.31,2,0
"1150",10116,10,116,8,0.114114519,-6.04349788,39.98017624,12048.01,33859.98,3,0.355818579928281
"1151",16218,16,218,7,0.07448116,-2.861444517,39.98083096,732459.4,8577559.77,12,0.0853925148457462
"1152",45189,45,189,2,0.095278244,-4.12548602,39.98104306,79299.04,569828.96,10,0.139162881437265
"1153",45173,45,173,2,0.095278244,-4.28548503,39.98152383,75705.43,370128.89,8,0.204538019174888
"1154",45115,45,115,7,0.092995988,-3.44067659,39.98249773,28689.93,667462.93,12,0.0429835556560422
"1155",12115,12,115,7,0.034671888,-0.74876092,39.98272386,8138.35,69761.48,10,0.116659652289487
"1156",45018,45,18,2,0.095278244,-4.23307844,39.98296696,0,99456.13,7,0
"1157",10180,10,180,6,0.098893802,-5.61019015,39.98348662,0,3571.2,1,0
"1158",10067,10,67,10,0.033566276,-6.53587444,39.98439349,0,2097.22,1,0
"1159",45048,45,48,1,0.065833465,-4.5689708,39.98459279,27140.09,210780.81,12,0.128759776565998
"1160",45156,45,156,7,0.092995988,-3.186989068,39.98469105,343276.56,5033948.95,12,0.0681923005993138
"1161",45086,45,86,1,0.065833465,-4.6122444,39.98553967,890.66,77145.44,6,0.0115452060419903
"1162",12040,12,40,6,0,-0.03688142,39.98640809,1286.95,3227.1,1,0.398794583372068
"1163",45195,45,195,7,0.092995988,-3.37049918,39.98698528,167119.35,2229095.5,12,0.0749718215303023
"1164",7037,7,37,3,0,4.09305293,39.98840625,0,4505.65,2,0
"1165",16905,16,905,3,0.02827762,-2.11495294,39.98852404,493318.49,6757133.91,12,0.0730070613622041
"1166",45014,45,14,3,0.099161529,-3.76611691,39.9890051,2748.97,60553.15,10,0.0453976382731534
"1167",16110,16,110,7,0.07448116,-2.48175484,39.98928703,42566.43,1587934.59,12,0.0268061608255539
"1168",16181,16,181,7,0.07448116,-2.805433823,39.99042625,520259.35,5702045.54,12,0.0912408268840308
"1169",16062,16,62,4,0.045079553,-1.41736787,39.99711341,195.96,4184.16,2,0.0468337730870712
"1170",45126,45,126,2,0.095278244,-4.51508883,40.00067014,95778.12,1284758.72,12,0.074549499846944
"1171",45004,45,4,2,0.095278244,-4.36889281,40.00081296,6107.78,54592.29,6,0.111879900989682
"1172",16013,16,13,4,0.045079553,-1.43592559,40.00159068,598.63,8226.76,8,0.0727661922798283
"1173",45123,45,123,7,0.092995988,-3.572540132,40.00341153,64606.39,963542.41,12,0.0670509043810537
"1174",16211,16,211,7,0.07448116,-2.57430524,40.00762093,1108684.34,13868237.29,12,0.0799441426344386
"1175",45025,45,25,3,0.099161529,-3.947605163,40.00803939,1931.61,102221.68,6,0.018896285015077
"1176",45184,45,184,1,0.065833465,-5.29550741,40.00822692,0,161.6,1,0
"1177",45045,45,45,1,0.065833465,-4.67737088,40.01078706,0,19836.25,3,0
"1178",45077,45,77,2,0.095278244,-4.195828658,40.01180254,9734.69,59397.62,3,0.163890236679517
"1179",16203,16,203,7,0.07448116,-3.004177176,40.01291618,689791.43,6342384.92,12,0.10875899818455
"1180",45002,45,2,3,0.099161529,-3.797262008,40.01343485,12809.13,163361.62,11,0.0784096656240309
"1181",45901,45,901,2,0.095278244,-4.32665355,40.01434958,51368.67,511603.56,12,0.100407178558335
"1182",16263,16,263,3,0.02827762,-2.19680616,40.0152484,648505.87,7982183.08,12,0.0812441738682847
"1183",45032,45,32,2,0.095278244,-4.074698494,40.01770205,1063.08,19223.98,6,0.0552996830000863
"1184",12020,12,20,7,0.034671888,-0.6983411,40.01775835,74502.94,415744.2,12,0.179203798874404
"1185",16279,16,279,7,0.07448116,-3.13183013,40.01821259,375124.31,2163401.73,12,0.173395585664064
"1186",16001,16,1,3,0.02827762,-2.39574988,40.01915175,233826.91,3135030.6,12,0.074585208195416
"1187",12090,12,90,7,0.034671888,-0.65555736,40.02137772,1605.49,17447.48,11,0.0920184462168749
"1188",44231,44,231,5,0.080980075,-0.95759808,40.02233237,3170.53,39707.67,1,0.0798467903052483
"1189",45204,45,204,3,0.099161529,-3.9908584,40.0229587,163.45,65452.24,5,0.00249724073614593
"1190",45051,45,51,3,0.099161529,-3.859168069,40.02317034,7746.8,185843.96,11,0.0416844324668932
"1191",45158,45,158,2,0.095278244,-4.42788219,40.02413804,4690.72,100353.76,9,0.0467418460454297
"1192",16008,16,8,4,0.045079553,-1.52560035,40.02719047,1667.54,18269.47,9,0.0912746784663157
"1193",45188,45,188,3,0.099161529,-3.91176829,40.02736459,9149.27,278958.87,10,0.0327979174851117
"1194",28013,28,13,6,0.112655075,-3.60279693,40.03340145,19420.05,448011.3,9,0.0433472325363222
"1195",16901,16,901,7,0.07448116,-2.73842048,40.03753421,2410599.35,30857006.6,12,0.0781216201963025
"1196",16225,16,225,3,0.02827762,-1.78174966,40.03902441,13420.38,107331.56,10,0.125036662096405
"1197",16052,16,52,4,0.045079553,-1.6476273,40.04109436,1866.58,37285.31,11,0.0500620753857216
"1198",16108,16,108,7,0.07448116,-2.883700019,40.0428309,482665.5,3913609.46,12,0.123330011574533
"1199",45203,45,203,3,0.099161529,-3.90154252,40.04380591,324.42,58698.89,6,0.0055268506780963
"1200",45128,45,128,3,0.099161529,-3.836602394,40.04399373,25460.1,578535.85,12,0.0440078173202231
"1201",46201,46,201,1,0.026612083,-1.14463186,40.04493023,0,27695.7,3,0
"1202",45040,45,40,2,0.095278244,-4.52491513,40.04583035,0,91376.08,7,0
"1203",45118,45,118,2,0.095278244,-4.27230437,40.04687899,143258.16,1732708.75,12,0.0826787306291378
"1204",16032,16,32,7,0.07448116,-3.057812812,40.04859484,585386.12,4758439.88,12,0.123020598087287
"1205",45066,45,66,2,0.095278244,-4.209109863,40.05283257,4604.75,71445.18,11,0.0644515137340266
"1206",45145,45,145,3,0.099161529,-3.992549321,40.05329765,4.65,31525.42,4,0.000147500017446239
"1207",45015,45,15,2,0.095278244,-4.115911693,40.05512414,27675,418844.13,10,0.0660746994353245
