X;LONGITUD;LATITUD;Ind_VP2;Valor_Prod
171;-4.75917554;37.29540105;0.03836201;0.480090584
172;-6.30277734;37.30120943;0.027369008;0.943947097
173;-6.73059967;37.30382694;0.000164964;0.039941242
174;-3.21870296;37.30400297;0.007961533;0.001296406
175;-6.25236186;37.30473423;0.03899349;3.846938294
176;-4.67235965;37.30789829;0.01973204;0.029953739
177;-6.59837347;37.30797309;0.021640522;0.256530161
178;-6.11334069;37.30889164;0.031514905;0.209071387
179;-6.84116392;37.31549608;0.027672667;0.684315992
180;-3.18924015;37.31771856;0.027281749;0.062439437
181;-4.01052383;37.32104934;0.05779475;0.016015462
182;-6.68397297;37.32109958;0.000686953;0.027694667
183;-3.33182232;37.32111088;0.077012914;0.01530482
184;-6.05681494;37.3227078;0.061572102;0.138252588
185;-4.37022684;37.32526431;0.006536847;8.25E-05
186;-3.59424027;37.32594516;0.073136933;0.017697292
187;-5.41641222;37.33366244;0.045873464;17.47705148
188;-5.85065057;37.33466457;0.029645883;15.19379429
189;-2.59756879;37.33611796;0.02790351;0.012123785
190;-6.53535271;37.33626979;0.00990339;0.058144588
191;-6.13871172;37.34067672;0.033536985;0.535766915
192;-3.78682853;37.3426959;0.011035933;0.589720812
193;-2.50991257;37.34295293;0.029426424;0.020978841
194;-2.43885542;37.34438543;0.023173145;0.011415064
195;-2.36166335;37.34731041;0.031884469;0.000841888
196;-3.29325661;37.35059768;0.080732535;0.033492398
197;-6.19803181;37.35305517;0.013785112;0.523182915
198;-5.22361172;37.35347559;0.030509831;0.765268157
199;-4.99016115;37.35563187;0.032783232;0.502965383
200;-6.27662907;37.35710933;0.016015854;1.580863727
201;-6.39509296;37.36036663;0.013028381;0.452229284
202;-6.67961259;37.36154941;0.017795984;0.173312472
203;-4.84797484;37.36666181;0.021894663;0.223128621
204;-6.32968463;37.36795334;0.023679912;0.092905019
205;-6.07106043;37.3701151;0.05125761;0.042732315
206;-4.96269072;37.37115941;0.023803219;0.531221093
207;-5.74567851;37.37311949;0.04893404;3.537413971
208;-6.04697812;37.37503003;0.009791039;0.000991569
209;-6.97357026;37.37613276;0.033076602;0.562690253
210;-6.12488688;37.38262852;0.016169182;0.084195561
211;-6.83379212;37.38311439;0.018558262;1.092588414
212;-6.20123512;37.38407444;0.014239594;5.928766774
213;-6.3344173;37.38510033;0.017761116;0.486430774
214;-5.99251368;37.38620512;0.018983661;0.360616157
215;-6.42830723;37.38709216;0.017627313;0.679278062
